Time,TOTAL
2025-05-13 14:39:00,1.203699999999996
2025-05-13 14:39:01,1.203699999999996
2025-05-13 14:39:02,1.203699999999996
2025-05-13 14:39:03,1.203699999999996
2025-05-13 14:39:04,1.203699999999996
2025-05-13 14:39:05,1.203699999999996
2025-05-13 14:39:06,1.203699999999996
2025-05-13 14:39:07,1.203699999999996
2025-05-13 14:39:08,1.203699999999996
2025-05-13 14:39:09,1.1982999999999946
2025-05-13 14:39:10,1.1982999999999946
2025-05-13 14:39:11,1.1982999999999946
2025-05-13 14:39:12,1.1982999999999946
2025-05-13 14:39:13,1.1982999999999946
2025-05-13 14:39:14,1.1982999999999946
2025-05-13 14:39:15,1.1982999999999946
2025-05-13 14:39:16,1.1982999999999946
2025-05-13 14:39:17,1.1982999999999946
2025-05-13 14:39:18,1.1982999999999946
2025-05-13 14:39:19,1.1982999999999946
2025-05-13 14:39:20,1.1982999999999946
2025-05-13 14:39:21,1.1982999999999946
2025-05-13 14:39:22,1.1982999999999946
2025-05-13 14:39:23,1.1982999999999946
2025-05-13 14:39:24,1.1982999999999946
2025-05-13 14:39:25,1.1982999999999946
2025-05-13 14:39:26,1.1982999999999946
2025-05-13 14:39:27,1.1982999999999946
2025-05-13 14:39:28,1.1982999999999946
2025-05-13 14:39:29,1.1982999999999946
2025-05-13 14:39:30,1.1982999999999946
2025-05-13 14:39:31,1.1982999999999946
2025-05-13 14:39:32,1.1982999999999946
2025-05-13 14:39:33,1.1982999999999946
2025-05-13 14:39:34,1.1982999999999946
2025-05-13 14:39:35,1.1982999999999946
2025-05-13 14:39:36,1.1982999999999946
2025-05-13 14:39:37,1.1982999999999946
2025-05-13 14:39:38,1.1982999999999946
2025-05-13 14:39:39,1.1985000000000128
2025-05-13 14:39:40,1.1985000000000128
2025-05-13 14:39:41,1.1985000000000128
2025-05-13 14:39:42,1.1985000000000128
2025-05-13 14:39:43,1.1985000000000128
2025-05-13 14:39:44,1.1985000000000128
2025-05-13 14:39:45,1.1985000000000128
2025-05-13 14:39:46,1.1985000000000128
2025-05-13 14:39:47,1.1985000000000128
2025-05-13 14:39:48,1.1985000000000128
2025-05-13 14:39:49,1.1985000000000128
2025-05-13 14:39:50,1.1985000000000128
2025-05-13 14:39:51,1.1985000000000128
2025-05-13 14:39:52,1.1985000000000128
2025-05-13 14:39:53,1.1985000000000128
2025-05-13 14:39:54,1.1985000000000128
2025-05-13 14:39:55,1.1985000000000128
2025-05-13 14:39:56,1.1985000000000128
2025-05-13 14:39:57,1.1985000000000128
2025-05-13 14:39:58,1.1985000000000128
2025-05-13 14:39:59,1.1985000000000128
2025-05-13 14:40:00,1.1985000000000128
2025-05-13 14:40:01,1.1985000000000128
2025-05-13 14:40:02,1.1985000000000128
2025-05-13 14:40:03,1.1985000000000128
2025-05-13 14:40:04,1.1985000000000128
2025-05-13 14:40:05,1.1985000000000128
2025-05-13 14:40:06,1.1985000000000128
2025-05-13 14:40:07,1.1985000000000128
2025-05-13 14:40:08,1.1985000000000128
2025-05-13 14:40:09,1.195900000000006
2025-05-13 14:40:10,1.195900000000006
2025-05-13 14:40:11,1.195900000000006
2025-05-13 14:40:12,1.195900000000006
2025-05-13 14:40:13,1.195900000000006
2025-05-13 14:40:14,1.195900000000006
2025-05-13 14:40:15,1.195900000000006
2025-05-13 14:40:16,1.195900000000006
2025-05-13 14:40:17,1.195900000000006
2025-05-13 14:40:18,1.195900000000006
2025-05-13 14:40:19,1.195900000000006
2025-05-13 14:40:20,1.195900000000006
2025-05-13 14:40:21,1.195900000000006
2025-05-13 14:40:22,1.195900000000006
2025-05-13 14:40:23,1.195900000000006
2025-05-13 14:40:24,1.195900000000006
2025-05-13 14:40:25,1.195900000000006
2025-05-13 14:40:26,1.195900000000006
2025-05-13 14:40:27,1.195900000000006
2025-05-13 14:40:28,1.195900000000006
2025-05-13 14:40:29,1.195900000000006
2025-05-13 14:40:30,1.195900000000006
2025-05-13 14:40:31,1.195900000000006
2025-05-13 14:40:32,1.195900000000006
2025-05-13 14:40:33,1.195900000000006
2025-05-13 14:40:34,1.195900000000006
2025-05-13 14:40:35,1.195900000000006
2025-05-13 14:40:36,1.195900000000006
2025-05-13 14:40:37,1.195900000000006
2025-05-13 14:40:38,1.195900000000006
2025-05-13 14:40:39,1.2089999999999994
2025-05-13 14:40:40,1.2089999999999994
2025-05-13 14:40:41,1.2089999999999994
2025-05-13 14:40:42,1.2089999999999994
2025-05-13 14:40:43,1.2089999999999994
2025-05-13 14:40:44,1.2089999999999994
2025-05-13 14:40:45,1.2089999999999994
2025-05-13 14:40:46,1.2089999999999994
2025-05-13 14:40:47,1.2089999999999994
2025-05-13 14:40:48,1.2089999999999994
2025-05-13 14:40:49,1.2089999999999994
2025-05-13 14:40:50,1.2089999999999994
2025-05-13 14:40:51,1.2089999999999994
2025-05-13 14:40:52,1.2089999999999994
2025-05-13 14:40:53,1.2089999999999994
2025-05-13 14:40:54,1.2089999999999994
2025-05-13 14:40:55,1.2089999999999994
2025-05-13 14:40:56,1.2089999999999994
2025-05-13 14:40:57,1.2089999999999994
2025-05-13 14:40:58,1.2089999999999994
2025-05-13 14:40:59,1.2089999999999994
2025-05-13 14:41:00,1.2089999999999994
2025-05-13 14:41:01,1.2089999999999994
2025-05-13 14:41:02,1.2089999999999994
2025-05-13 14:41:03,1.2089999999999994
2025-05-13 14:41:04,1.2089999999999994
2025-05-13 14:41:05,1.2089999999999994
2025-05-13 14:41:06,1.2089999999999994
2025-05-13 14:41:07,1.2089999999999994
2025-05-13 14:41:08,1.2089999999999994
2025-05-13 14:41:09,1.203099999999995
2025-05-13 14:41:10,1.203099999999995
2025-05-13 14:41:11,1.203099999999995
2025-05-13 14:41:12,1.203099999999995
2025-05-13 14:41:13,1.203099999999995
2025-05-13 14:41:14,1.203099999999995
2025-05-13 14:41:15,1.203099999999995
2025-05-13 14:41:16,1.203099999999995
2025-05-13 14:41:17,1.203099999999995
2025-05-13 14:41:18,1.203099999999995
2025-05-13 14:41:19,1.203099999999995
2025-05-13 14:41:20,1.203099999999995
2025-05-13 14:41:21,1.203099999999995
2025-05-13 14:41:22,1.203099999999995
2025-05-13 14:41:23,1.203099999999995
2025-05-13 14:41:24,1.203099999999995
2025-05-13 14:41:25,1.203099999999995
2025-05-13 14:41:26,1.203099999999995
2025-05-13 14:41:27,1.203099999999995
2025-05-13 14:41:28,1.203099999999995
2025-05-13 14:41:29,1.203099999999995
2025-05-13 14:41:30,1.203099999999995
2025-05-13 14:41:31,1.203099999999995
2025-05-13 14:41:32,1.203099999999995
2025-05-13 14:41:33,1.203099999999995
2025-05-13 14:41:34,1.203099999999995
2025-05-13 14:41:35,1.203099999999995
2025-05-13 14:41:36,1.203099999999995
2025-05-13 14:41:37,1.203099999999995
2025-05-13 14:41:38,1.203099999999995
2025-05-13 14:41:39,1.2032
2025-05-13 14:41:40,1.2032
2025-05-13 14:41:41,1.2032
2025-05-13 14:41:42,1.2032
2025-05-13 14:41:43,1.2032
2025-05-13 14:41:44,1.2032
2025-05-13 14:41:45,1.2032
2025-05-13 14:41:46,1.2032
2025-05-13 14:41:47,1.2032
2025-05-13 14:41:48,1.2032
2025-05-13 14:41:49,1.2032
2025-05-13 14:41:50,1.2032
2025-05-13 14:41:51,1.2032
2025-05-13 14:41:52,1.2032
2025-05-13 14:41:53,1.2032
2025-05-13 14:41:54,1.2032
2025-05-13 14:41:55,1.2032
2025-05-13 14:41:56,1.2032
2025-05-13 14:41:57,1.2032
2025-05-13 14:41:58,1.2032
2025-05-13 14:41:59,1.2032
2025-05-13 14:42:00,1.2032
2025-05-13 14:42:01,1.2032
2025-05-13 14:42:02,1.2032
2025-05-13 14:42:03,1.2032
2025-05-13 14:42:04,1.2032
2025-05-13 14:42:05,1.2032
2025-05-13 14:42:06,1.2032
2025-05-13 14:42:07,1.2032
2025-05-13 14:42:08,1.2032
2025-05-13 14:42:09,1.2331999999999954
2025-05-13 14:42:10,1.2331999999999954
2025-05-13 14:42:11,1.2331999999999954
2025-05-13 14:42:12,1.2331999999999954
2025-05-13 14:42:13,1.2331999999999954
2025-05-13 14:42:14,1.2331999999999954
2025-05-13 14:42:15,1.2331999999999954
2025-05-13 14:42:16,1.2331999999999954
2025-05-13 14:42:17,1.2331999999999954
2025-05-13 14:42:18,1.2331999999999954
2025-05-13 14:42:19,1.2331999999999954
2025-05-13 14:42:20,1.2331999999999954
2025-05-13 14:42:21,1.2331999999999954
2025-05-13 14:42:22,1.2331999999999954
2025-05-13 14:42:23,1.2331999999999954
2025-05-13 14:42:24,1.2331999999999954
2025-05-13 14:42:25,1.2331999999999954
2025-05-13 14:42:26,1.2331999999999954
2025-05-13 14:42:27,1.2331999999999954
2025-05-13 14:42:28,1.2331999999999954
2025-05-13 14:42:29,1.2331999999999954
2025-05-13 14:42:30,1.2331999999999954
2025-05-13 14:42:31,1.2331999999999954
2025-05-13 14:42:32,1.2331999999999954
2025-05-13 14:42:33,1.2331999999999954
2025-05-13 14:42:34,1.2331999999999954
2025-05-13 14:42:35,1.2331999999999954
2025-05-13 14:42:36,1.2331999999999954
2025-05-13 14:42:37,1.2331999999999954
2025-05-13 14:42:38,1.2331999999999954
2025-05-13 14:42:39,1.2091999999999947
2025-05-13 14:42:40,1.2091999999999947
2025-05-13 14:42:41,1.2091999999999947
2025-05-13 14:42:42,1.2091999999999947
2025-05-13 14:42:43,1.2091999999999947
2025-05-13 14:42:44,1.2091999999999947
2025-05-13 14:42:45,1.2091999999999947
2025-05-13 14:42:46,1.2091999999999947
2025-05-13 14:42:47,1.2091999999999947
2025-05-13 14:42:48,1.2091999999999947
2025-05-13 14:42:49,1.2091999999999947
2025-05-13 14:42:50,1.2091999999999947
2025-05-13 14:42:51,1.2091999999999947
2025-05-13 14:42:52,1.2091999999999947
2025-05-13 14:42:53,1.2091999999999947
2025-05-13 14:42:54,1.2091999999999947
2025-05-13 14:42:55,1.2091999999999947
2025-05-13 14:42:56,1.2091999999999947
2025-05-13 14:42:57,1.2091999999999947
2025-05-13 14:42:58,1.2091999999999947
2025-05-13 14:42:59,1.2091999999999947
2025-05-13 14:43:00,1.2091999999999947
2025-05-13 14:43:01,1.2091999999999947
2025-05-13 14:43:02,1.2091999999999947
2025-05-13 14:43:03,1.2091999999999947
2025-05-13 14:43:04,1.2091999999999947
2025-05-13 14:43:05,1.2091999999999947
2025-05-13 14:43:06,1.2091999999999947
2025-05-13 14:43:07,1.2091999999999947
2025-05-13 14:43:08,1.2091999999999947
2025-05-13 14:43:09,1.2321999999999964
2025-05-13 14:43:10,1.2321999999999964
2025-05-13 14:43:11,1.2321999999999964
2025-05-13 14:43:12,1.2321999999999964
2025-05-13 14:43:13,1.2321999999999964
2025-05-13 14:43:14,1.2321999999999964
2025-05-13 14:43:15,1.2321999999999964
2025-05-13 14:43:16,1.2321999999999964
2025-05-13 14:43:17,1.2321999999999964
2025-05-13 14:43:18,1.2321999999999964
2025-05-13 14:43:19,1.2321999999999964
2025-05-13 14:43:20,1.2321999999999964
2025-05-13 14:43:21,1.2321999999999964
2025-05-13 14:43:22,1.2321999999999964
2025-05-13 14:43:23,1.2321999999999964
2025-05-13 14:43:24,1.2321999999999964
2025-05-13 14:43:25,1.2321999999999964
2025-05-13 14:43:26,1.2321999999999964
2025-05-13 14:43:27,1.2321999999999964
2025-05-13 14:43:28,1.2321999999999964
2025-05-13 14:43:29,1.2321999999999964
2025-05-13 14:43:30,1.2321999999999964
2025-05-13 14:43:31,1.2321999999999964
2025-05-13 14:43:32,1.2321999999999964
2025-05-13 14:43:33,1.2321999999999964
2025-05-13 14:43:34,1.2321999999999964
2025-05-13 14:43:35,1.2321999999999964
2025-05-13 14:43:36,1.2321999999999964
2025-05-13 14:43:37,1.2321999999999964
2025-05-13 14:43:38,1.2321999999999964
2025-05-13 14:43:39,1.215200000000012
2025-05-13 14:43:40,1.215200000000012
2025-05-13 14:43:41,1.215200000000012
2025-05-13 14:43:42,1.215200000000012
2025-05-13 14:43:43,1.215200000000012
2025-05-13 14:43:44,1.215200000000012
2025-05-13 14:43:45,1.215200000000012
2025-05-13 14:43:46,1.215200000000012
2025-05-13 14:43:47,1.215200000000012
2025-05-13 14:43:48,1.215200000000012
2025-05-13 14:43:49,1.215200000000012
2025-05-13 14:43:50,1.215200000000012
2025-05-13 14:43:51,1.215200000000012
2025-05-13 14:43:52,1.215200000000012
2025-05-13 14:43:53,1.215200000000012
2025-05-13 14:43:54,1.215200000000012
2025-05-13 14:43:55,1.215200000000012
2025-05-13 14:43:56,1.215200000000012
2025-05-13 14:43:57,1.215200000000012
2025-05-13 14:43:58,1.215200000000012
2025-05-13 14:43:59,1.215200000000012
2025-05-13 14:44:00,1.215200000000012
2025-05-13 14:44:01,1.215200000000012
2025-05-13 14:44:02,1.215200000000012
2025-05-13 14:44:03,1.215200000000012
2025-05-13 14:44:04,1.215200000000012
2025-05-13 14:44:05,1.215200000000012
2025-05-13 14:44:06,1.215200000000012
2025-05-13 14:44:07,1.215200000000012
2025-05-13 14:44:08,1.215200000000012
2025-05-13 14:44:09,1.2161999999999882
2025-05-13 14:44:10,1.2161999999999882
2025-05-13 14:44:11,1.2161999999999882
2025-05-13 14:44:12,1.2161999999999882
2025-05-13 14:44:13,1.2161999999999882
2025-05-13 14:44:14,1.2161999999999882
2025-05-13 14:44:15,1.2161999999999882
2025-05-13 14:44:16,1.2161999999999882
2025-05-13 14:44:17,1.2161999999999882
2025-05-13 14:44:18,1.2161999999999882
2025-05-13 14:44:19,1.2161999999999882
2025-05-13 14:44:20,1.2161999999999882
2025-05-13 14:44:21,1.2161999999999882
2025-05-13 14:44:22,1.2161999999999882
2025-05-13 14:44:23,1.2161999999999882
2025-05-13 14:44:24,1.2161999999999882
2025-05-13 14:44:25,1.2161999999999882
2025-05-13 14:44:26,1.2161999999999882
2025-05-13 14:44:27,1.2161999999999882
2025-05-13 14:44:28,1.2161999999999882
2025-05-13 14:44:29,1.2161999999999882
2025-05-13 14:44:30,1.2161999999999882
2025-05-13 14:44:31,1.2161999999999882
2025-05-13 14:44:32,1.2161999999999882
2025-05-13 14:44:33,1.2161999999999882
2025-05-13 14:44:34,1.2161999999999882
2025-05-13 14:44:35,1.2161999999999882
2025-05-13 14:44:36,1.2161999999999882
2025-05-13 14:44:37,1.2161999999999882
2025-05-13 14:44:38,1.2161999999999882
2025-05-13 14:44:39,1.2079000000000102
2025-05-13 14:44:40,1.2079000000000102
2025-05-13 14:44:41,1.2079000000000102
2025-05-13 14:44:42,1.2079000000000102
2025-05-13 14:44:43,1.2079000000000102
2025-05-13 14:44:44,1.2079000000000102
2025-05-13 14:44:45,1.2079000000000102
2025-05-13 14:44:46,1.2079000000000102
2025-05-13 14:44:47,1.2079000000000102
2025-05-13 14:44:48,1.2079000000000102
2025-05-13 14:44:49,1.2079000000000102
2025-05-13 14:44:50,1.2079000000000102
2025-05-13 14:44:51,1.2079000000000102
2025-05-13 14:44:52,1.2079000000000102
2025-05-13 14:44:53,1.2079000000000102
2025-05-13 14:44:54,1.2079000000000102
2025-05-13 14:44:55,1.2079000000000102
2025-05-13 14:44:56,1.2079000000000102
2025-05-13 14:44:57,1.2079000000000102
2025-05-13 14:44:58,1.2079000000000102
2025-05-13 14:44:59,1.2079000000000102
2025-05-13 14:45:00,1.2079000000000102
2025-05-13 14:45:01,1.2079000000000102
2025-05-13 14:45:02,1.2079000000000102
2025-05-13 14:45:03,1.2079000000000102
2025-05-13 14:45:04,1.2079000000000102
2025-05-13 14:45:05,1.2079000000000102
2025-05-13 14:45:06,1.2079000000000102
2025-05-13 14:45:07,1.2079000000000102
2025-05-13 14:45:08,1.2079000000000102
2025-05-13 14:45:09,1.2103999999999966
2025-05-13 14:45:10,1.2103999999999966
2025-05-13 14:45:11,1.2103999999999966
2025-05-13 14:45:12,1.2103999999999966
2025-05-13 14:45:13,1.2103999999999966
2025-05-13 14:45:14,1.2103999999999966
2025-05-13 14:45:15,1.2103999999999966
2025-05-13 14:45:16,1.2103999999999966
2025-05-13 14:45:17,1.2103999999999966
2025-05-13 14:45:18,1.2103999999999966
2025-05-13 14:45:19,1.2103999999999966
2025-05-13 14:45:20,1.2103999999999966
2025-05-13 14:45:21,1.2103999999999966
2025-05-13 14:45:22,1.2103999999999966
2025-05-13 14:45:23,1.2103999999999966
2025-05-13 14:45:24,1.2103999999999966
2025-05-13 14:45:25,1.2103999999999966
2025-05-13 14:45:26,1.2103999999999966
2025-05-13 14:45:27,1.2103999999999966
2025-05-13 14:45:28,1.2103999999999966
2025-05-13 14:45:29,1.2103999999999966
2025-05-13 14:45:30,1.2103999999999966
2025-05-13 14:45:31,1.2103999999999966
2025-05-13 14:45:32,1.2103999999999966
2025-05-13 14:45:33,1.2103999999999966
2025-05-13 14:45:34,1.2103999999999966
2025-05-13 14:45:35,1.2103999999999966
2025-05-13 14:45:36,1.2103999999999966
2025-05-13 14:45:37,1.2103999999999966
2025-05-13 14:45:38,1.2103999999999966
2025-05-13 14:45:39,1.209100000000012
2025-05-13 14:45:40,1.209100000000012
2025-05-13 14:45:41,1.209100000000012
2025-05-13 14:45:42,1.209100000000012
2025-05-13 14:45:43,1.209100000000012
2025-05-13 14:45:44,1.209100000000012
2025-05-13 14:45:45,1.209100000000012
2025-05-13 14:45:46,1.209100000000012
2025-05-13 14:45:47,1.209100000000012
2025-05-13 14:45:48,1.209100000000012
2025-05-13 14:45:49,1.209100000000012
2025-05-13 14:45:50,1.209100000000012
2025-05-13 14:45:51,1.209100000000012
2025-05-13 14:45:52,1.209100000000012
2025-05-13 14:45:53,1.209100000000012
2025-05-13 14:45:54,1.209100000000012
2025-05-13 14:45:55,1.209100000000012
2025-05-13 14:45:56,1.209100000000012
2025-05-13 14:45:57,1.209100000000012
2025-05-13 14:45:58,1.209100000000012
2025-05-13 14:45:59,1.209100000000012
2025-05-13 14:46:00,1.209100000000012
2025-05-13 14:46:01,1.209100000000012
2025-05-13 14:46:02,1.209100000000012
2025-05-13 14:46:03,1.209100000000012
2025-05-13 14:46:04,1.209100000000012
2025-05-13 14:46:05,1.209100000000012
2025-05-13 14:46:06,1.209100000000012
2025-05-13 14:46:07,1.209100000000012
2025-05-13 14:46:08,1.209100000000012
2025-05-13 14:46:09,1.2409999999999932
2025-05-13 14:46:10,1.2409999999999932
2025-05-13 14:46:11,1.2409999999999932
2025-05-13 14:46:12,1.2409999999999932
2025-05-13 14:46:13,1.2409999999999932
2025-05-13 14:46:14,1.2409999999999932
2025-05-13 14:46:15,1.2409999999999932
2025-05-13 14:46:16,1.2409999999999932
2025-05-13 14:46:17,1.2409999999999932
2025-05-13 14:46:18,1.2409999999999932
2025-05-13 14:46:19,1.2409999999999932
2025-05-13 14:46:20,1.2409999999999932
2025-05-13 14:46:21,1.2409999999999932
2025-05-13 14:46:22,1.2409999999999932
2025-05-13 14:46:23,1.2409999999999932
2025-05-13 14:46:24,1.2409999999999932
2025-05-13 14:46:25,1.2409999999999932
2025-05-13 14:46:26,1.2409999999999932
2025-05-13 14:46:27,1.2409999999999932
2025-05-13 14:46:28,1.2409999999999932
2025-05-13 14:46:29,1.2409999999999932
2025-05-13 14:46:30,1.2409999999999932
2025-05-13 14:46:31,1.2409999999999932
2025-05-13 14:46:32,1.2409999999999932
2025-05-13 14:46:33,1.2409999999999932
2025-05-13 14:46:34,1.2409999999999932
2025-05-13 14:46:35,1.2409999999999932
2025-05-13 14:46:36,1.2409999999999932
2025-05-13 14:46:37,1.2409999999999932
2025-05-13 14:46:38,1.2409999999999932
2025-05-13 14:46:39,1.1682000000000092
2025-05-13 14:46:40,1.1682000000000092
2025-05-13 14:46:41,1.1682000000000092
2025-05-13 14:46:42,1.1682000000000092
2025-05-13 14:46:43,1.1682000000000092
2025-05-13 14:46:44,1.1682000000000092
2025-05-13 14:46:45,1.1682000000000092
2025-05-13 14:46:46,1.1682000000000092
2025-05-13 14:46:47,1.1682000000000092
2025-05-13 14:46:48,1.1682000000000092
2025-05-13 14:46:49,1.1682000000000092
2025-05-13 14:46:50,1.1682000000000092
2025-05-13 14:46:51,1.1682000000000092
2025-05-13 14:46:52,1.1682000000000092
2025-05-13 14:46:53,1.1682000000000092
2025-05-13 14:46:54,1.1682000000000092
2025-05-13 14:46:55,1.1682000000000092
2025-05-13 14:46:56,1.1682000000000092
2025-05-13 14:46:57,1.1682000000000092
2025-05-13 14:46:58,1.1682000000000092
2025-05-13 14:46:59,1.1682000000000092
2025-05-13 14:47:00,1.1682000000000092
2025-05-13 14:47:01,1.1682000000000092
2025-05-13 14:47:02,1.1682000000000092
2025-05-13 14:47:03,1.1682000000000092
2025-05-13 14:47:04,1.1682000000000092
2025-05-13 14:47:05,1.1682000000000092
2025-05-13 14:47:06,1.1682000000000092
2025-05-13 14:47:07,1.1682000000000092
2025-05-13 14:47:08,1.1682000000000092
2025-05-13 14:47:09,1.1906999999999848
2025-05-13 14:47:10,1.1906999999999848
2025-05-13 14:47:11,1.1906999999999848
2025-05-13 14:47:12,1.1906999999999848
2025-05-13 14:47:13,1.1906999999999848
2025-05-13 14:47:14,1.1906999999999848
2025-05-13 14:47:15,1.1906999999999848
